"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
12.5,180,-112,-14.0577133468869
12.5,180,-111,-14.2703496033176
12.5,180,-110,-14.4969591207035
12.5,180,-109,-14.736020973828
12.5,180,-108,-14.9858364272332
12.5,180,-107,-15.2444949667889
12.5,180,-106,-15.5098372543606
12.5,180,-105,-15.779415956188
12.5,180,-104,-16.0504560336969
12.5,180,-103,-16.3198169242603
12.5,180,-102,-16.5839600798235
12.5,180,-101,-16.83892653111
12.5,180,-100,-17.0803303918271
12.5,180,-99,-17.303375299095
12.5,180,-98,-17.5029013713885
12.5,180,-97,-17.6734699085081
12.5,180,-96,-17.8094912604447
12.5,180,-95,-17.9053976355635
12.5,180,-94,-17.9558569789714
12.5,180,-93,-17.9560168436106
12.5,180,-92,-17.9017595235559
12.5,180,-91,-17.7899434030068
12.5,180,-90,-17.6186025451424
12.5,180,-89,-17.3870786213479
12.5,180,-88,-17.0960667882192
12.5,180,-87,-16.7475688513495
12.5,180,-86,-16.3447603831271
12.5,180,-85,-15.8917901936498
12.5,180,-84,-15.3935380613333
12.5,180,-83,-14.8553587069706
12.5,180,-82,-14.2828370668023
12.5,180,-81,-13.681573605557
12.5,180,-80,-13.0570107590198
12.5,180,-79,-12.4143043893017
12.5,180,-78,-11.758238498645
12.5,180,-77,-11.0931777936983
12.5,180,-76,-10.4230508974277
12.5,180,-75,-9.75135665236721
12.5,180,-74,-9.08118654776497
12.5,180,-73,-8.41525738939899
12.5,180,-72,-7.75594958269847
12.5,180,-71,-7.1053476057026
12.5,180,-70,-6.46528029604587
12.5,180,-69,-5.83735942361495
12.5,180,-68,-5.22301566900865
12.5,180,-67,-4.62353160123764
12.5,180,-66,-4.04007157875708
12.5,180,-65,-3.4737087190784
12.5,180,-64,-2.9254492235445
12.5,180,-63,-2.39625443006452
12.5,180,-62,-1.88706101732898
12.5,180,-61,-1.39879981451715
12.5,180,-60,-0.932413692585559
12.5,180,-59,-0.488875036336909
12.5,180,-58,-0.0692033286761992
12.5,180,-57,0.325516572523908
12.5,180,-56,0.694114810312831
12.5,180,-55,1.0353147929694
12.5,180,-54,1.34770842345896
12.5,180,-53,1.62972714324177
12.5,180,-52,1.87960731524578
12.5,180,-51,2.09534800733147
12.5,180,-50,2.27465857057548
12.5,180,-49,2.41489243595341
12.5,180,-48,2.51296211932046
12.5,180,-47,2.56522826931482
12.5,180,-46,2.56735228501865
12.5,180,-45,2.51409683157589
12.5,180,-44,2.39905018706065
12.5,180,-43,2.21423637107747
12.5,180,-42,1.94954887206481
12.5,180,-41,1.59190238581924
12.5,180,-40,1.12391505637454
12.5,180,-39,0.521769972453908
12.5,180,-38,-0.248446087624361
12.5,180,-37,-1.23744741458377
12.5,180,-36,-2.52615079901414
12.5,180,-35,-4.25585352219459
12.5,180,-34,-6.70910210037095
12.5,180,-33,-10.5981327846061
12.5,180,-32,-18.9838618789313
12.5,180,-31,-21.2709613425591
12.5,180,-30,-10.4277592897343
12.5,180,-29,-5.49495674154998
12.5,180,-28,-2.19843747351395
12.5,180,-27,0.306923063634285
12.5,180,-26,2.33961817056348
12.5,180,-25,4.05456171758443
12.5,180,-24,5.53884830787216
12.5,180,-23,6.84630744761596
12.5,180,-22,8.01251641533264
12.5,180,-21,9.06219526838233
12.5,180,-20,10.0131979368602
12.5,180,-19,10.8788219657446
12.5,180,-18,11.6692211041464
12.5,180,-17,12.3923088170941
12.5,180,-16,13.054358035419
12.5,180,-15,13.660411890486
12.5,180,-14,14.2145725738198
12.5,180,-13,14.7202091676044
12.5,180,-12,15.1801101426823
12.5,180,-11,15.5965971676933
12.5,180,-10,15.9716112874865
12.5,180,-9,16.3067789840991
12.5,180,-8,16.6034633263614
12.5,180,-7,16.8628038777906
12.5,180,-6,17.0857479876406
12.5,180,-5,17.2730753653266
12.5,180,-4,17.4254173261322
12.5,180,-3,17.5432717267975
12.5,180,-2,17.6270143377314
12.5,180,-1,17.6769071935682
12.5,180,0,17.6931043045223
12.5,180,1,17.6756549825013
12.5,180,2,17.6245049271183
12.5,180,3,17.5394951188851
12.5,180,4,17.4203584725201
12.5,180,5,17.2667141054442
12.5,180,6,17.0780589677173
12.5,180,7,16.8537564511691
12.5,180,8,16.5930214362069
12.5,180,9,16.2949010297556
12.5,180,10,15.9582499759221
12.5,180,11,15.5816993516571
12.5,180,12,15.1636166473703
12.5,180,13,14.7020546077942
12.5,180,14,14.1946851635875
12.5,180,15,13.6387132477579
12.5,180,16,13.0307629837427
12.5,180,17,12.3667251871276
12.5,180,18,11.6415495374692
12.5,180,19,10.8489557236842
12.5,180,20,9.98102271710504
12.5,180,21,9.02758903221647
12.5,180,22,7.9753492283763
12.5,180,23,6.8064413369952
12.5,180,24,5.4961371387641
12.5,180,25,4.00885109209745
12.5,180,26,2.29074535191207
12.5,180,27,0.254716928557747
12.5,180,28,-2.25415645116034
12.5,180,29,-5.55437647313278
12.5,180,30,-10.491076017248
12.5,180,31,-21.3383795442855
12.5,180,32,-19.0555941325869
12.5,180,33,-10.6743995852688
12.5,180,34,-6.7901316305347
12.5,180,35,-4.34188137135948
12.5,180,36,-2.61741963027965
12.5,180,37,-1.33420657576796
12.5,180,38,-0.350951164485216
12.5,180,39,0.41325766327324
12.5,180,40,1.009129037017
12.5,180,41,1.47057165181526
12.5,180,42,1.82139859416377
12.5,180,43,2.07898866661136
12.5,180,44,2.2564249631628
12.5,180,45,2.36381270261989
12.5,180,46,2.40912756670934
12.5,180,47,2.39878205195799
12.5,180,48,2.33801542292377
12.5,180,49,2.23116944997213
12.5,180,50,2.08188798131629
12.5,180,51,1.89326441627009
12.5,180,52,1.66795275180365
12.5,180,53,1.40825267590786
12.5,180,54,1.11617587353892
12.5,180,55,0.793498555700996
12.5,180,56,0.441803788607382
12.5,180,57,0.0625162291835377
12.5,180,58,-0.343068793752923
12.5,180,59,-0.773760376708536
12.5,180,60,-1.22845016550845
12.5,180,61,-1.7060925818989
12.5,180,62,-2.20568638743377
12.5,180,63,-2.72625692893903
12.5,180,64,-3.26683848397977
12.5,180,65,-3.82645617369097
12.5,180,66,-4.40410694246838
12.5,180,67,-4.99873912706356
12.5,180,68,-5.6092301596564
12.5,180,69,-6.23436197994006
12.5,180,70,-6.87279378197407
12.5,180,71,-7.52303180780185
12.5,180,72,-8.18339604123602
12.5,180,73,-8.85198387648794
12.5,180,74,-9.52663116715544
12.5,180,75,-10.2048715346439
12.5,180,76,-10.8838954639253
12.5,180,77,-11.5605115624443
12.5,180,78,-12.2311134062038
12.5,180,79,-12.8916566036609
12.5,180,80,-13.5376519607903
12.5,180,81,-14.1641817179089
12.5,180,82,-14.7659464189337
12.5,180,83,-15.3373496216856
12.5,180,84,-15.8726258647032
12.5,180,85,-16.3660136539499
12.5,180,86,-16.811969597472
12.5,180,87,-17.2054126118677
12.5,180,88,-17.5419794753463
12.5,180,89,-17.8182666899562
12.5,180,90,-18.0320306897709
12.5,180,91,-18.1823205113011
12.5,180,92,-18.2695245519623
12.5,180,93,-18.2953247760085
12.5,180,94,-18.2625650567392
12.5,180,95,-18.1750520758138
12.5,180,96,-18.0373147069183
12.5,180,97,-17.8543498857586
12.5,180,98,-17.6313800361547
12.5,180,99,-17.3736408017377
12.5,180,100,-17.0862101739758
12.5,180,101,-16.7738828918283
12.5,180,102,-16.441088340462
12.5,180,103,-16.0918465108451
12.5,180,104,-15.7297547748181
12.5,180,105,-15.3579978641761
12.5,180,106,-14.9793740191544
12.5,180,107,-14.5963313473021
12.5,180,108,-14.2110096772402
12.5,180,109,-13.8252843923946
12.5,180,110,-13.4408097759367
12.5,180,111,-13.0590602483792
12.5,180,112,-12.68136853505
12.5,180,113,-12.3089602857087
12.5,180,114,-11.9429850149795
12.5,180,115,-11.5845434724531
12.5,180,116,-11.2347117138959
12.5,180,117,-10.8945622534542
12.5,180,118,-10.5651827493706
12.5,180,119,-10.2476927264831
12.5,180,120,-9.94325887834475
12.5,180,121,-9.65310952870832
12.5,180,122,-9.37854887384199
12.5,180,123,-9.12097168114742
12.5,180,124,-8.88187919430466
12.5,180,125,-8.66289710135019
12.5,180,126,-8.46579657405761
12.5,180,127,-8.29251960487185
12.5,180,128,-8.14521018054607
12.5,180,129,-8.02625328261319
12.5,180,130,-7.93832435907906
12.5,180,131,-7.88445287012978
12.5,180,132,-7.86810493290906
12.5,180,133,-7.89329223556124
12.5,180,134,-7.96471768990129
12.5,180,135,-8.08797348368745
12.5,180,136,-8.2698155829495
12.5,180,137,-8.51855271371123
12.5,180,138,-8.84461198338363
12.5,180,139,-9.26138670515983
12.5,180,140,-9.78655390970371
12.5,180,141,-10.4442127666998
12.5,180,142,-11.2685459001252
12.5,180,143,-12.3105243273667
12.5,180,144,-13.6513091706291
12.5,180,145,-15.4324300100805
12.5,180,146,-17.9366540557349
12.5,180,147,-21.8764271256304
12.5,180,148,-30.3128644803092
12.5,180,149,-32.6508269683669
12.5,180,150,-21.8588220872615
12.5,180,151,-16.9777213057884
12.5,180,152,-13.7335704853831
12.5,180,153,-11.2813993723146
12.5,180,154,-9.30286173562263
12.5,180,155,-7.64318410311938
12.5,180,156,-6.21540613926667
12.5,180,157,-4.96582700083872
12.5,180,158,-3.85899297651386
12.5,180,159,-2.87030297117115
12.5,180,160,-1.98201788388188
12.5,180,161,-1.18095131814447
12.5,180,162,-0.457057425142144
12.5,180,163,0.197472195665723
12.5,180,164,0.788807854376233
12.5,180,165,1.32189213384739
12.5,180,166,1.80072839859491
12.5,180,167,2.22858829576733
12.5,180,168,2.6081639454424
12.5,180,169,2.94168146478312
12.5,180,170,3.23098688545732
12.5,180,171,3.47761197934908
12.5,180,172,3.68282520093641
12.5,180,173,3.84767141902158
12.5,180,174,3.97300306656802
12.5,180,175,4.05950461379679
12.5,180,176,4.10771175864743
12.5,180,177,4.11802636092663
12.5,180,178,4.09072787644902
12.5,180,179,4.02598184467085
12.5,180,180,3.92384582672019
